DATE,CURRENCY,IMPACT,EVENT,ACTUAL,FORECAST,PREVIOUS
2018-02-07 16:00:00,NZD,High Impact Expected,RBNZ Monetary Policy Statement,,,
2018-02-07 16:00:00,NZD,High Impact Expected,RBNZ Rate Statement,,,
2018-02-07 16:00:00,NZD,Medium Impact Expected,Official Cash Rate,1.75%,1.75%,1.75%
2018-02-07 16:00:00,USD,Low Impact Expected,Consumer Credit m/m,18.4B,19.9B,31.0B
2018-02-07 17:00:00,NZD,High Impact Expected,RBNZ Press Conference,,,
2018-02-07 18:20:00,USD,Medium Impact Expected,FOMC Member Williams Speaks,,,
2018-02-07 19:50:00,JPY,Low Impact Expected,Bank Lending y/y,2.4%,2.4%,2.5%
2018-02-07 19:50:00,JPY,Low Impact Expected,Current Account,1.48T,1.66T,1.70T
2018-02-07 20:00:00,NZD,High Impact Expected,RBNZ Gov Spencer Speaks,,,
2018-02-07 20:01:00,GBP,Low Impact Expected,RICS House Price Balance,8%,5%,8%
2018-02-07 20:30:00,AUD,Medium Impact Expected,NAB Quarterly Business Confidence,6,,8
2018-02-07 23:07:00,CNY,Medium Impact Expected,Trade Balance,136B,328B,362B
2018-02-07 23:42:00,CNY,Low Impact Expected,USD-Denominated Trade Balance,20.3B,54.0B,54.7B
2018-02-07 23:45:00,JPY,Low Impact Expected,30-y Bond Auction,0.82|4.3,,0.83|3.8
2018-02-08 01:00:00,JPY,Low Impact Expected,Economy Watchers Sentiment,49.9,53.7,53.9
2018-02-08 03:00:00,EUR,Low Impact Expected,German Trade Balance,21.4B,21.5B,22.3B
2018-02-08 04:45:00,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
2018-02-08 05:00:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
2018-02-08 05:00:00,EUR,Low Impact Expected,ECB Economic Bulletin,,,
2018-02-08 08:00:00,GBP,High Impact Expected,BOE Inflation Report,,,
2018-02-08 08:00:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9
2018-02-08 08:00:00,GBP,High Impact Expected,Monetary Policy Summary,,,
2018-02-08 08:00:00,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
2018-02-08 08:00:00,GBP,Medium Impact Expected,BOE Inflation Letter,,,
2018-02-08 08:00:00,GBP,Medium Impact Expected,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9
2018-02-08 08:00:00,GBP,Low Impact Expected,Asset Purchase Facility,435B,435B,435B
2018-02-08 09:13:00,CAD,Low Impact Expected,Housing Starts,216K,211K,218K
2018-02-08 09:30:00,CAD,Medium Impact Expected,NHPI m/m,0.0%,0.1%,0.1%
2018-02-08 09:30:00,USD,Medium Impact Expected,Unemployment Claims,221K,232K,230K
2018-02-08 11:00:00,USD,Medium Impact Expected,Mortgage Delinquencies,5.17%,,4.88%
2018-02-08 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-119B,-116B,-99B
2018-02-08 14:00:00,CAD,Medium Impact Expected,Gov Council Member Wilkins Speaks,,,
2018-02-08 14:01:00,USD,Low Impact Expected,30-y Bond Auction,3.12|2.3,,2.87|2.7
2018-02-08 19:50:00,JPY,Low Impact Expected,M2 Money Stock y/y,3.4%,3.6%,3.6%
2018-02-08 20:30:00,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
2018-02-08 20:30:00,AUD,Low Impact Expected,Home Loans m/m,-2.3%,-1.1%,1.6%
2018-02-08 21:30:00,CNY,Medium Impact Expected,CPI y/y,1.5%,1.5%,1.8%
2018-02-08 21:30:00,CNY,Medium Impact Expected,PPI y/y,4.3%,4.4%,4.9%
2018-02-09 00:30:00,JPY,Low Impact Expected,Tertiary Industry Activity m/m,-0.2%,0.2%,1.1%
2018-02-09 02:45:00,CHF,Low Impact Expected,Unemployment Rate,3.0%,3.0%,3.0%
2018-02-09 03:45:00,EUR,Low Impact Expected,French Industrial Production m/m,0.5%,0.1%,-0.3%
2018-02-09 05:00:00,EUR,Low Impact Expected,Italian Industrial Production m/m,1.6%,0.7%,0.2%
2018-02-09 05:30:00,GBP,High Impact Expected,Manufacturing Production m/m,0.3%,0.3%,0.2%
2018-02-09 05:30:00,GBP,Medium Impact Expected,Goods Trade Balance,-13.6B,-11.6B,-12.5B
2018-02-09 05:30:00,GBP,Low Impact Expected,Construction Output m/m,1.6%,0.0%,0.1%
2018-02-09 05:30:00,GBP,Low Impact Expected,Industrial Production m/m,-1.3%,-0.9%,0.3%
2018-02-09 08:03:00,GBP,Low Impact Expected,NIESR GDP Estimate,0.5%,,0.6%
2018-02-09 09:30:00,CAD,High Impact Expected,Employment Change,-88.0K,10.3K,78.6K
2018-02-09 09:30:00,CAD,High Impact Expected,Unemployment Rate,5.9%,5.8%,5.7%
2018-02-09 11:00:00,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.4%,0.2%,0.2%
2018-02-09 12:45:00,GBP,Medium Impact Expected,MPC Member Cunliffe Speaks,,,
2018-02-11 00:00:00,JPY,Non-Economic,Bank Holiday,,,
2018-02-12 04:15:00,CHF,Low Impact Expected,CPI m/m,-0.1%,-0.1%,0.0%
2018-02-12 05:01:00,CNY,Low Impact Expected,M2 Money Supply y/y,8.6%,8.2%,8.2%
2018-02-12 05:01:00,CNY,Low Impact Expected,New Loans,2900B,2050B,584B
2018-02-12 05:50:00,GBP,Medium Impact Expected,MPC Member Vlieghe Speaks,,,
2018-02-12 12:30:00,GBP,Medium Impact Expected,MPC Member McCafferty Speaks,,,
2018-02-12 15:00:00,USD,Low Impact Expected,Federal Budget Balance,49.2B,50.2B,-23.2B
2018-02-12 17:50:00,AUD,Medium Impact Expected,RBA Assist Gov Ellis Speaks,,,
2018-02-12 19:50:00,JPY,Low Impact Expected,PPI y/y,2.7%,2.7%,3.0%
2018-02-12 20:30:00,AUD,Medium Impact Expected,NAB Business Confidence,12,,10
2018-02-13 01:58:00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,48.8%,,48.3%
2018-02-13 03:45:00,EUR,Low Impact Expected,French Prelim Private Payrolls q/q,0.3%,0.2%,0.3%
2018-02-13 04:15:00,CHF,Medium Impact Expected,PPI m/m,0.3%,0.2%,0.2%
2018-02-13 05:30:00,GBP,High Impact Expected,CPI y/y,3.0%,2.9%,3.0%
2018-02-13 05:30:00,GBP,Medium Impact Expected,PPI Input m/m,0.7%,0.7%,0.6%
2018-02-13 05:30:00,GBP,Medium Impact Expected,RPI y/y,4.0%,4.1%,4.1%
2018-02-13 05:30:00,GBP,Low Impact Expected,Core CPI y/y,2.7%,2.6%,2.5%
2018-02-13 05:30:00,GBP,Low Impact Expected,HPI y/y,5.2%,4.9%,5.0%
2018-02-13 05:30:00,GBP,Low Impact Expected,PPI Output m/m,0.1%,0.2%,0.4%
2018-02-13 07:00:00,USD,Low Impact Expected,NFIB Small Business Index,106.9,106.2,104.9
2018-02-13 09:00:00,USD,Medium Impact Expected,FOMC Member Mester Speaks,,,
2018-02-13 17:45:00,NZD,Low Impact Expected,FPI m/m,1.2%,,-0.8%
2018-02-13 19:30:00,AUD,Low Impact Expected,Westpac Consumer Sentiment,-2.3%,,1.8%
2018-02-13 19:50:00,JPY,Low Impact Expected,Prelim GDP Price Index y/y,0.0%,0.0%,0.2%
2018-02-13 19:50:00,JPY,Low Impact Expected,Prelim GDP q/q,0.1%,0.2%,0.6%
2018-02-13 22:00:00,NZD,High Impact Expected,Inflation Expectations q/q,2.1%,,2.0%
2018-02-13 23:28:00,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,0.3%,,7.9%
2018-02-14 03:00:00,EUR,Medium Impact Expected,German Prelim GDP q/q,0.6%,0.6%,0.8%
2018-02-14 03:00:00,EUR,Low Impact Expected,German Final CPI m/m,-0.7%,-0.7%,-0.7%
2018-02-14 04:00:00,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
2018-02-14 04:50:00,CHF,Medium Impact Expected,Gov Board Member Zurbrugg Speaks,,,
2018-02-14 05:00:00,EUR,Low Impact Expected,Italian Prelim GDP q/q,0.3%,0.4%,0.4%
2018-02-14 06:00:00,EUR,Medium Impact Expected,Flash GDP q/q,0.6%,0.6%,0.6%
2018-02-14 06:00:00,EUR,Low Impact Expected,Industrial Production m/m,0.4%,0.1%,1.3%
2018-02-14 06:33:00,EUR,Low Impact Expected,German 30-y Bond Auction,1.33|1.5,,1.28|1.4
2018-02-14 07:20:00,CHF,Medium Impact Expected,Gov Board Member Zurbrugg Speaks,,,
2018-02-14 09:30:00,USD,High Impact Expected,CPI m/m,0.5%,0.3%,0.1%
2018-02-14 09:30:00,USD,High Impact Expected,Core CPI m/m,0.3%,0.2%,0.3%
2018-02-14 09:30:00,USD,High Impact Expected,Core Retail Sales m/m,0.0%,0.5%,0.1%
2018-02-14 09:30:00,USD,High Impact Expected,Retail Sales m/m,-0.3%,0.2%,0.0%
2018-02-14 10:30:00,GBP,Low Impact Expected,CB Leading Index m/m,-0.2%,,-0.2%
2018-02-14 11:00:00,USD,Low Impact Expected,Business Inventories m/m,0.4%,0.3%,0.4%
2018-02-14 11:30:00,USD,High Impact Expected,Crude Oil Inventories,1.8M,2.8M,1.9M
2018-02-14 19:50:00,JPY,Low Impact Expected,Core Machinery Orders m/m,-11.9%,-1.9%,5.7%
2018-02-14 20:00:00,AUD,Low Impact Expected,MI Inflation Expectations,3.6%,,3.7%
2018-02-14 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2018-02-14 20:30:00,AUD,High Impact Expected,Employment Change,16.0K,15.3K,33.5K
2018-02-14 20:30:00,AUD,High Impact Expected,Unemployment Rate,5.5%,5.5%,5.6%
2018-02-15 00:30:00,JPY,Low Impact Expected,Revised Industrial Production m/m,2.9%,2.7%,2.7%
2018-02-15 05:00:00,EUR,Low Impact Expected,Italian Trade Balance,5.25B,4.44B,4.84B
2018-02-15 05:55:00,EUR,Low Impact Expected,Spanish 10-y Bond Auction,1.58|2.5,,1.53|1.8
2018-02-15 06:00:00,EUR,Low Impact Expected,Trade Balance,23.8B,22.4B,22.0B
2018-02-15 09:30:00,CAD,Medium Impact Expected,ADP Non-Farm Employment Change,10.7K,,-13.5K
2018-02-15 09:30:00,USD,High Impact Expected,PPI m/m,0.4%,0.4%,-0.1%
2018-02-15 09:30:00,USD,Medium Impact Expected,Core PPI m/m,0.4%,0.2%,-0.1%
2018-02-15 09:30:00,USD,Medium Impact Expected,Empire State Manufacturing Index,13.1,17.7,17.7
2018-02-15 09:30:00,USD,Medium Impact Expected,Philly Fed Manufacturing Index,25.8,21.5,22.2
2018-02-15 09:30:00,USD,Medium Impact Expected,Unemployment Claims,230K,229K,223K
2018-02-15 10:15:00,USD,Medium Impact Expected,Capacity Utilization Rate,77.5%,78.0%,77.7%
2018-02-15 10:15:00,USD,Medium Impact Expected,Industrial Production m/m,-0.1%,0.2%,0.4%
2018-02-15 11:00:00,USD,Low Impact Expected,NAHB Housing Market Index,72,72,72
2018-02-15 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-194B,-193B,-119B
2018-02-15 14:30:00,CAD,Medium Impact Expected,Gov Council Member Schembri Speaks,,,
2018-02-15 17:00:00,USD,Low Impact Expected,TIC Long-Term Purchases,27.3B,50.3B,57.5B
2018-02-15 17:30:00,NZD,High Impact Expected,Business NZ Manufacturing Index,55.6,,51.1
2018-02-15 18:30:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
2018-02-15 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2018-02-16 03:00:00,EUR,Low Impact Expected,German WPI m/m,0.9%,0.2%,-0.3%
2018-02-16 05:30:00,GBP,High Impact Expected,Retail Sales m/m,0.1%,0.5%,-1.4%
2018-02-16 09:30:00,CAD,Medium Impact Expected,Foreign Securities Purchases,-1.97B,19.18B,19.20B
2018-02-16 09:30:00,CAD,Medium Impact Expected,Manufacturing Sales m/m,-0.3%,0.2%,3.8%
2018-02-16 09:30:00,USD,High Impact Expected,Building Permits,1.40M,1.29M,1.30M
2018-02-16 09:30:00,USD,Medium Impact Expected,Housing Starts,1.33M,1.23M,1.21M
2018-02-16 09:30:00,USD,Medium Impact Expected,Import Prices m/m,1.0%,0.6%,0.2%
2018-02-16 11:00:00,USD,Medium Impact Expected,Prelim UoM Consumer Sentiment,99.9,95.4,95.7
2018-02-16 11:00:00,USD,Low Impact Expected,Prelim UoM Inflation Expectations,2.7%,,2.7%
2018-02-18 19:50:00,JPY,Low Impact Expected,Trade Balance,0.37T,0.14T,0.09T
2018-02-18 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2018-02-18 20:01:00,GBP,Low Impact Expected,Rightmove HPI m/m,0.8%,,0.7%
2018-02-19 05:00:00,EUR,Low Impact Expected,Current Account,29.9B,30.5B,35.0B
2018-02-19 00:00:00,EUR,Low Impact Expected,Eurogroup Meetings,,,
2018-02-19 07:00:00,EUR,Low Impact Expected,German Buba Monthly Report,,,
2018-02-19 00:00:00,USD,Non-Economic,Bank Holiday,,,
2018-02-19 15:45:00,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
2018-02-19 17:45:00,NZD,Medium Impact Expected,PPI Input q/q,0.9%,0.3%,1.1%
2018-02-19 17:45:00,NZD,Low Impact Expected,PPI Output q/q,1.0%,0.4%,1.0%
2018-02-19 18:15:00,AUD,Medium Impact Expected,RBA Assist Gov Bullock Speaks,,,
2018-02-19 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2018-02-19 20:30:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,
2018-02-20 03:00:00,CHF,Low Impact Expected,Trade Balance,2.09B,2.78B,2.60B
2018-02-20 03:00:00,EUR,Low Impact Expected,German PPI m/m,0.5%,0.3%,0.2%
2018-02-20 06:00:00,EUR,Medium Impact Expected,German ZEW Economic Sentiment,17.8,16.0,20.4
2018-02-20 06:00:00,EUR,Low Impact Expected,ZEW Economic Sentiment,29.3,28.4,31.8
2018-02-20 00:00:00,EUR,Low Impact Expected,ECOFIN Meetings,,,
2018-02-20 07:00:00,GBP,Low Impact Expected,CBI Industrial Order Expectations,10,12,14
2018-02-20 09:30:00,CAD,Low Impact Expected,Wholesale Sales m/m,-0.5%,0.4%,0.3%
2018-02-20 10:44:00,NZD,Medium Impact Expected,GDT Price Index,-0.5%,,5.9%
2018-02-20 11:00:00,EUR,Low Impact Expected,Consumer Confidence,0,1,1
2018-02-20 19:30:00,AUD,Low Impact Expected,MI Leading Index m/m,-0.2%,,0.2%
2018-02-20 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2018-02-20 20:30:00,AUD,Medium Impact Expected,Construction Work Done q/q,-19.4%,-9.8%,16.6%
2018-02-20 20:30:00,AUD,Medium Impact Expected,Wage Price Index q/q,0.6%,0.5%,0.5%
2018-02-20 20:30:00,JPY,Low Impact Expected,Flash Manufacturing PMI,54.0,55.2,54.8
2018-02-21 00:30:00,JPY,Low Impact Expected,All Industries Activity m/m,0.5%,0.5%,1.0%
2018-02-21 04:00:00,EUR,Medium Impact Expected,French Flash Manufacturing PMI,56.1,58.1,58.4
2018-02-21 04:00:00,EUR,Medium Impact Expected,French Flash Services PMI,57.9,59.1,59.2
2018-02-21 04:30:00,EUR,Medium Impact Expected,German Flash Manufacturing PMI,60.3,60.6,61.1
2018-02-21 04:30:00,EUR,Medium Impact Expected,German Flash Services PMI,55.3,56.9,57.3
2018-02-21 05:00:00,EUR,Medium Impact Expected,Flash Manufacturing PMI,58.5,59.2,59.6
2018-02-21 05:00:00,EUR,Medium Impact Expected,Flash Services PMI,56.7,57.7,58.0
2018-02-21 05:30:00,GBP,High Impact Expected,Average Earnings Index 3m/y,2.5%,2.5%,2.5%
2018-02-21 05:30:00,GBP,Medium Impact Expected,Claimant Count Change,-7.2K,2.3K,6.2K
2018-02-21 05:30:00,GBP,Medium Impact Expected,Public Sector Net Borrowing,-11.6B,-11.5B,0.3B
2018-02-21 05:30:00,GBP,Medium Impact Expected,Unemployment Rate,4.4%,4.3%,4.3%
2018-02-21 10:15:00,GBP,High Impact Expected,Inflation Report Hearings,,,
2018-02-21 10:45:00,USD,Low Impact Expected,Flash Manufacturing PMI,55.9,55.4,55.5
2018-02-21 10:45:00,USD,Low Impact Expected,Flash Services PMI,55.9,53.8,53.3
2018-02-21 11:00:00,USD,Medium Impact Expected,Existing Home Sales,5.38M,5.61M,5.56M
2018-02-21 11:30:00,AUD,Low Impact Expected,CB Leading Index m/m,-0.3%,,0.4%
2018-02-21 15:00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,
2018-02-21 22:06:00,NZD,Low Impact Expected,Credit Card Spending y/y,4.6%,,6.2%
2018-02-22 01:15:00,USD,Medium Impact Expected,FOMC Member Quarles Speaks,,,
2018-02-22 03:45:00,EUR,Low Impact Expected,French Final CPI m/m,-0.1%,-0.1%,-0.1%
2018-02-22 05:00:00,EUR,Medium Impact Expected,German Ifo Business Climate,115.4,117.1,117.6
2018-02-22 00:00:00,All,Medium Impact Expected,OPEC-JMMC Meetings,,,
2018-02-22 05:30:00,GBP,High Impact Expected,Second Estimate GDP q/q,0.4%,0.5%,0.5%
2018-02-22 05:30:00,GBP,Medium Impact Expected,Prelim Business Investment q/q,0.0%,0.5%,0.5%
2018-02-22 05:30:00,GBP,Low Impact Expected,Index of Services 3m/3m,0.6%,0.4%,0.4%
2018-02-22 07:00:00,GBP,Low Impact Expected,CBI Realized Sales,8,13,12
2018-02-22 08:30:00,EUR,High Impact Expected,ECB Monetary Policy Meeting Accounts,,,
2018-02-22 09:30:00,CAD,High Impact Expected,Core Retail Sales m/m,-1.8%,0.1%,1.7%
2018-02-22 09:30:00,CAD,Medium Impact Expected,Retail Sales m/m,-0.8%,0.0%,0.3%
2018-02-22 09:30:00,CAD,Low Impact Expected,Corporate Profits q/q,-1.9%,,8.5%
2018-02-22 09:30:00,USD,Medium Impact Expected,Unemployment Claims,222K,230K,229K
2018-02-22 09:58:00,EUR,Low Impact Expected,Belgian NBB Business Climate,1.9,1.5,1.8
2018-02-22 11:00:00,USD,Low Impact Expected,CB Leading Index m/m,1.0%,0.7%,0.6%
2018-02-22 11:00:00,USD,Low Impact Expected,FOMC Member Dudley Speaks,,,
2018-02-22 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-124B,-121B,-194B
2018-02-22 12:00:00,USD,High Impact Expected,Crude Oil Inventories,-1.6M,2.2M,1.8M
2018-02-22 13:10:00,USD,Medium Impact Expected,FOMC Member Bostic Speaks,,,
2018-02-22 17:45:00,NZD,High Impact Expected,Retail Sales q/q,1.7%,1.4%,0.3%
2018-02-22 17:45:00,NZD,Medium Impact Expected,Core Retail Sales q/q,1.8%,0.7%,0.6%
2018-02-22 19:30:00,JPY,Low Impact Expected,National Core CPI y/y,0.9%,0.8%,0.9%
2018-02-22 19:50:00,JPY,Low Impact Expected,SPPI y/y,0.7%,0.8%,0.8%
2018-02-23 03:00:00,EUR,Low Impact Expected,German Final GDP q/q,0.6%,0.6%,0.6%
2018-02-23 06:00:00,EUR,Medium Impact Expected,Final CPI y/y,1.3%,1.3%,1.3%
2018-02-23 06:00:00,EUR,Low Impact Expected,Final Core CPI y/y,1.0%,1.0%,1.0%
2018-02-23 08:00:00,GBP,Medium Impact Expected,MPC Member Ramsden Speaks,,,
2018-02-23 09:30:00,CAD,High Impact Expected,CPI m/m,0.7%,0.4%,-0.4%
2018-02-23 09:30:00,CAD,Medium Impact Expected,Common CPI y/y,1.8%,,1.6%
2018-02-23 09:30:00,CAD,Medium Impact Expected,Median CPI y/y,1.9%,,1.9%
2018-02-23 09:30:00,CAD,Medium Impact Expected,Trimmed CPI y/y,1.8%,,1.9%
2018-02-23 09:30:00,CAD,Low Impact Expected,Core CPI m/m,0.5%,,-0.5%
2018-02-23 10:00:00,CNY,Low Impact Expected,CB Leading Index m/m,1.6%,,1.4%
2018-02-23 11:15:00,USD,Medium Impact Expected,FOMC Member Dudley Speaks,,,
2018-02-23 12:00:00,USD,Low Impact Expected,Fed Monetary Policy Report,,,
2018-02-23 14:30:00,USD,Medium Impact Expected,FOMC Member Mester Speaks,,,
2018-02-23 16:40:00,USD,Medium Impact Expected,FOMC Member Williams Speaks,,,
2018-02-26 05:30:00,GBP,Low Impact Expected,High Street Lending,40.1K,37.2K,36.1K
2018-02-26 10:40:00,EUR,High Impact Expected,ECB President Draghi Speaks,,,
2018-02-26 11:00:00,USD,Medium Impact Expected,New Home Sales,593K,655K,643K
2018-02-26 14:00:00,GBP,Low Impact Expected,MPC Member Cunliffe Speaks,,,
2018-02-26 16:15:00,USD,Medium Impact Expected,FOMC Member Quarles Speaks,,,
2018-02-26 17:45:00,NZD,Medium Impact Expected,Trade Balance,-566M,-2710M,596M
2018-02-27 01:00:00,JPY,Low Impact Expected,BOJ Core CPI y/y,0.8%,0.6%,0.7%
2018-02-27 00:00:00,EUR,Medium Impact Expected,German Prelim CPI m/m,0.5%,0.5%,-0.7%
2018-02-27 04:00:00,EUR,Medium Impact Expected,Spanish Flash CPI y/y,1.1%,0.9%,0.6%
2018-02-27 05:00:00,EUR,Medium Impact Expected,M3 Money Supply y/y,4.6%,4.6%,4.6%
2018-02-27 05:00:00,EUR,Low Impact Expected,Private Loans y/y,2.9%,2.9%,2.9%
2018-02-27 06:00:00,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
2018-02-27 06:16:00,EUR,Low Impact Expected,Italian 10-y Bond Auction,2.06|1.4,,2.06|1.3
2018-02-27 09:30:00,USD,High Impact Expected,Core Durable Goods Orders m/m,-0.3%,0.4%,0.7%
2018-02-27 09:30:00,USD,High Impact Expected,Fed Chair Powell Testifies,,,
2018-02-27 09:30:00,USD,Medium Impact Expected,Durable Goods Orders m/m,-3.7%,-2.4%,2.8%
2018-02-27 09:30:00,USD,Low Impact Expected,Goods Trade Balance,-74.4B,-72.3B,-72.3B
2018-02-27 09:30:00,USD,Low Impact Expected,Prelim Wholesale Inventories m/m,0.7%,0.3%,0.4%
2018-02-27 10:00:00,USD,Low Impact Expected,S&P/CS Composite-20 HPI y/y,6.3%,6.3%,6.4%
2018-02-27 10:03:00,USD,Low Impact Expected,HPI m/m,0.3%,0.4%,0.5%
2018-02-27 11:00:00,USD,High Impact Expected,CB Consumer Confidence,130.8,126.2,124.3
2018-02-27 11:00:00,USD,Low Impact Expected,Richmond Manufacturing Index,28,15,14
2018-02-27 17:00:00,CAD,Low Impact Expected,Annual Budget Release,,,
2018-02-27 17:59:00,NZD,Low Impact Expected,Visitor Arrivals m/m,0.0%,,-2.8%
2018-02-27 19:29:00,GBP,Low Impact Expected,GfK Consumer Confidence,-10,-10,-9
2018-02-27 19:50:00,JPY,Low Impact Expected,Prelim Industrial Production m/m,-6.6%,-4.1%,2.9%
2018-02-27 19:50:00,JPY,Low Impact Expected,Retail Sales y/y,1.6%,2.3%,3.6%
2018-02-27 20:00:00,NZD,High Impact Expected,ANZ Business Confidence,-19.0,,-37.8
2018-02-27 20:01:00,GBP,Low Impact Expected,BRC Shop Price Index y/y,-0.8%,,-0.5%
2018-02-27 20:30:00,AUD,Low Impact Expected,Private Sector Credit m/m,0.3%,0.4%,0.3%
2018-02-27 20:52:00,CNY,Medium Impact Expected,Manufacturing PMI,50.3,51.2,51.3
2018-02-27 20:52:00,CNY,Medium Impact Expected,Non-Manufacturing PMI,54.4,,55.3
2018-02-28 01:00:00,JPY,Low Impact Expected,Housing Starts y/y,-13.2%,-4.5%,-2.1%
2018-02-28 03:00:00,EUR,Low Impact Expected,German GfK Consumer Climate,10.8,10.8,11.0
2018-02-28 03:45:00,EUR,Low Impact Expected,French Consumer Spending m/m,-1.9%,0.5%,-1.2%
2018-02-28 03:45:00,EUR,Low Impact Expected,French Prelim CPI m/m,-0.1%,0.3%,-0.1%
2018-02-28 03:45:00,EUR,Low Impact Expected,French Prelim GDP q/q,0.6%,0.6%,0.6%
2018-02-28 04:00:00,CHF,Medium Impact Expected,KOF Economic Barometer,108.0,106.2,107.6
2018-02-28 04:55:00,EUR,Low Impact Expected,German Unemployment Change,-22K,-17K,-25K
2018-02-28 05:00:00,CHF,Medium Impact Expected,Credit Suisse Economic Expectations,25.8,,34.5
2018-02-28 06:00:00,EUR,Medium Impact Expected,CPI Flash Estimate y/y,1.2%,1.2%,1.3%
2018-02-28 06:00:00,EUR,Medium Impact Expected,Core CPI Flash Estimate y/y,1.0%,1.0%,1.0%
2018-02-28 06:00:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.1%,0.3%,0.3%
2018-02-28 06:34:00,EUR,Low Impact Expected,German 10-y Bond Auction,0.67|1.2,,0.69|1.5
2018-02-28 09:30:00,CAD,Medium Impact Expected,RMPI m/m,3.3%,1.8%,-0.9%
2018-02-28 09:30:00,CAD,Low Impact Expected,IPPI m/m,0.3%,0.5%,-0.1%
2018-02-28 09:30:00,USD,High Impact Expected,Prelim GDP q/q,2.5%,2.5%,2.6%
2018-02-28 09:30:00,USD,Low Impact Expected,Prelim GDP Price Index q/q,2.3%,2.4%,2.4%
2018-02-28 10:45:00,USD,Medium Impact Expected,Chicago PMI,61.9,64.2,65.7
2018-02-28 11:00:00,USD,Medium Impact Expected,Pending Home Sales m/m,-4.7%,0.4%,0.0%
2018-02-28 11:30:00,USD,High Impact Expected,Crude Oil Inventories,3.0M,2.4M,-1.6M
2018-02-28 17:30:00,AUD,Low Impact Expected,AIG Manufacturing Index,57.5,,58.7
2018-02-28 17:45:00,NZD,Low Impact Expected,Overseas Trade Index q/q,0.8%,0.5%,1.3%
2018-02-28 19:50:00,JPY,Low Impact Expected,Capital Spending q/y,4.3%,3.1%,4.2%
2018-02-28 20:30:00,AUD,High Impact Expected,Private Capital Expenditure q/q,-0.2%,1.0%,1.9%
2018-02-28 20:30:00,JPY,Low Impact Expected,Final Manufacturing PMI,54.1,54.0,54.0
2018-02-28 21:45:00,CNY,Medium Impact Expected,Caixin Manufacturing PMI,51.6,51.3,51.5
2018-02-28 23:45:00,JPY,Low Impact Expected,10-y Bond Auction,0.06|4.5,,0.09|4.6
2018-03-01 01:00:00,JPY,Low Impact Expected,Consumer Confidence,44.3,44.9,44.7
2018-03-01 01:30:00,AUD,Low Impact Expected,Commodity Prices y/y,-1.0%,,-1.1%
2018-03-01 02:45:00,CHF,Low Impact Expected,GDP q/q,0.6%,0.6%,0.7%
2018-03-01 03:00:00,GBP,Low Impact Expected,Nationwide HPI m/m,-0.3%,0.2%,0.8%
2018-03-01 04:15:00,CHF,Low Impact Expected,Retail Sales y/y,-1.4%,1.1%,0.7%
2018-03-01 04:15:00,EUR,Low Impact Expected,Spanish Manufacturing PMI,56.0,54.8,55.2
2018-03-01 04:30:00,CHF,Low Impact Expected,Manufacturing PMI,65.5,64.1,65.3
2018-03-01 04:45:00,EUR,Low Impact Expected,Italian Manufacturing PMI,56.8,57.9,59.0
2018-03-01 04:50:00,EUR,Low Impact Expected,French Final Manufacturing PMI,55.9,56.1,56.1
2018-03-01 04:55:00,EUR,Low Impact Expected,German Final Manufacturing PMI,60.6,60.3,60.3
2018-03-01 05:00:00,EUR,Low Impact Expected,Final Manufacturing PMI,58.6,58.5,58.5
